unb;pdv
1320009;13776
295370;36755
878928;12579
970751;3445
1131001;8238
107000;1050
360384;60086
698008;30352
698008;30761
1131001;8338
107000;3925
1131001;8621
698008;29332
970751;6951
1320009;7060
1017039;8963
323527;18972
970751;7009
698008;31352
1131001;8718
360384;25708
970751;6976
107000;8841
1320009;13516
878928;13801
323527;16590
323527;16835
1131001;8870
698008;32436
323527;18290
613339;15018
323527;18947
323527;21989
323527;18535
619132;74016
1320009;32592
295370;29248
323527;18889
619132;73771
1320009;6372
970751;3017
1017039;7922
360384;25593
619132;74300
637858;94833
1017039;1010
1320009;26531
1131001;7300
878928;13624
619132;74989
323527;10816
1320009;32637
613339;8401
1320009;9580
698008;28800
698008;48468
1131001;5503
1131001;4125
323527;19616
1320009;16723
323527;19102
1131001;1860
637858;94717
1131001;8246
698008;30200
295370;31030
323527;10620
637858;94652
107000;9252
107000;4616
970751;7163
323527;17073
323527;9290
698008;31564
619132;74767
970751;5403
1320009;17834
970751;4927
107000;2948
878928;13621
295370;34880
698008;32199
698008;31684
698008;32136
295370;33322
637858;94570
878928;12673
360384;25700
1320009;30995
1017039;8395
1017039;8835
698008;29554
878928;5752
1131001;8585
323527;10763
107000;9259
970751;5815
878928;300
1320009;17142
323527;3970
107000;6169
619132;70301
360384;23759
878928;13021
637858;94678
970751;4995
878928;13249
1017039;9089
360384;23546
878928;13201
1017039;672
1131001;8296
1320009;32793
970751;6849
970751;7305
698008;31500
970751;6801
857890;50951
970751;7191
970751;7146
1017039;875
698008;26897
857890;50501
323527;7654
107000;1434
878928;4002
1131001;5602
698008;31334
878928;4373
1320009;29976
698008;30140
619132;71814
970751;6463
323527;19726
698008;12835
1320009;31398
698008;27423
878928;12192
698008;23308
637858;94840
323527;19219
613339;8242
698008;31670
1320009;20718
295370;18786
698008;18472
698008;23680
360384;23706
295370;36603
878928;12665
698008;19328
857890;51315
1320009;17986
698008;31174
295370;35208
1863002;33238
1863002;37837
295370;36611
295370;37403
1863002;33491
1863002;36788
1863002;35979
1863002;37819
1863002;34713
1863002;38025
295370;35694
295370;10992
1863002;36866
1863002;31743
1863002;33549
1863002;31557
1863002;37950
1863002;34028
1863002;20387
1863002;30508
1863002;32793
599719;2252
1863002;21737
295370;33815
295370;30635
295370;36368
295370;37557
1863002;32519
1863002;34989
1863002;35179
1863002;455
1863002;28495
1863002;26843
295370;36938
295370;29776
295370;33068
1863002;34727
599719;3782
1863002;6131
599719;3136
1863002;34122
1863002;32615
295370;35299
1863002;460
295370;28363
295370;32129
1863002;33905
295370;35931
1863002;35082
1863002;20765
599719;24837
1863002;31431
1863002;37123
1863002;32945
295370;32082
1863002;37761
295370;34864
295370;26859
295370;32272
1863002;5116
1863002;37811
295370;36576
1863002;36844
1863002;9989
599719;2596
1863002;33552
1863002;26846
1863002;34812
1863002;35802
1863002;34422
1863002;36892
1863002;34310
1863002;33586
295370;37635
295370;32513
1863002;34221
295370;27467
599719;513
376469;7267
495352;2101
376469;9509
495352;5187
376469;2628
376469;2429
495352;1009
376469;4310
376469;7295
495352;3519
376469;1475
376469;1218
495352;5865
495352;4242
376469;3929
376469;2206
495352;3723
376469;822
376469;4593
495352;6253
495352;6597
613770;1166
495352;5666
376469;6078
376469;10171
703354;1609
495352;9198
613770;3949
495352;8849
495352;5329
495352;8798
495352;848
495352;9123
703133;3523
613770;1395
376469;9532
376469;10125
495352;6716
495352;8872
495352;7865
703354;4058
376469;8713
495352;335
495352;5530
703354;3539
376469;10236
495352;6449
495352;9268
495352;1514
495352;5013
376469;7717
703354;1659
376469;9000
495352;5189
495352;6751
495352;7863
495352;70
495352;2261
495352;3463
495352;4200
495352;7026
376469;10556
376469;6844
495352;6270
495352;6100
613770;1137
376469;778
495352;8272
376469;8800
703354;3185
376469;10325
703354;3156
495352;2807
613673;5011
495352;3259
376469;7159
376469;688
376469;6026
703354;4055
495352;8344
376469;6805
495352;8443
376469;5380
495352;4884
376469;7756
495352;2140
495352;8358
703354;3718
495352;6648
495352;7519
703354;3857
376469;5422
495352;4337
376469;10614
613770;1587
376469;10634
495352;34
613770;1341
613770;3366
495352;8585
703354;614
495352;8224
495352;5147
703354;3512
495352;8122
495352;8911
376469;9461
495352;9030
376469;9697
495352;9263
376469;9883
495352;6862
376469;8625
495352;2143
495352;1291
495352;5045
495352;5688
703354;560
703354;3908
376469;9888
495352;521
495352;3347
495352;5689
613673;1594
613770;4104
495352;8505
613770;3034
376469;10151
698008;17862
992453;1245
542644;11093
698008;23549
992453;2256
1131001;8933
495352;7107
734004;3505
734004;21274
1320009;6328
734004;8949
1716000;10508
619132;74354
703354;3675
734004;9089
734004;22560
1131001;6787
542644;11012
542644;3627
734004;5917
619132;75011
734004;7903
878928;12715
724009;4216
734004;13675
724009;17319
542644;34631
698008;25689
542644;16995
542644;87424
542644;8779
734004;7701
734004;22064
878928;13717
724009;19679
734004;18710
1016261;583
703133;915
295370;35678
724009;17167
734004;18421
724009;51031
734004;10494
619132;73653
878928;3428
295370;33197
734004;8523
734004;20743
734004;22448
1131001;8996
323527;19275
734004;9654
724009;16910
992453;6805
542644;71010
724009;16325
542644;25721
734004;16448
1320009;20613
734004;93688
878928;13657
734004;6177
698008;23585
542644;25527
703354;3015
376469;880
495352;9373
376469;6368
376469;8462
619132;74153
734004;20967
734004;99880
542644;20412
495352;8955
495352;3485
734004;20116
107000;8405
734004;7095
1863002;34748
734004;4779
1131001;7488
734004;98280
878928;12540
992453;5062
376469;1387
613770;3945
323527;17335
542644;8362
698008;20627
698008;32244
734004;22504
376469;10527
734004;2696
724009;4089
734004;22650
542644;15720
542644;62294
734004;17912
1716000;12780
1716000;17873
703354;3906
724009;19420
878928;5217
734004;20820
637858;94657
542644;47511
992453;6295
542644;44256
669610;50615
703354;3430
542644;51061
698008;25278
724009;16288
360384;20874
698008;8294
878928;13847
542644;21473
542644;57609
1716000;15991
542644;90761
495352;9105
698008;31639
734004;7796
1716000;9565
1716000;17060
542644;88036
734004;97425
542644;76
734004;8559
878928;2410
734004;18621
619132;74910
724009;17019
1320009;13114
734004;98281
734004;82089
1320009;27617
619132;75004
992453;6499
734004;10578
734004;91586
970751;686
703354;3963
724009;7479
878928;5788
542644;24072
734004;6388
741795;5214
734004;5951
542644;3635
741795;3976
542644;46961
734004;18429
734004;5388
1131001;2562
734004;854
734004;2111
734004;9706
734004;18942
992453;3205
1716000;92825
606634;97193
734004;4345
1131001;8772
542644;31505
542644;89691
542644;98020
1016261;573
1716000;8107
619132;74898
542644;45701
734004;9124
542644;675
542644;78126
542644;86258
741795;4846
741795;4890
613673;465
613673;832
376469;10436
376469;5690
376469;7932
703354;3086
376469;8443
376469;8853
1863002;30354
703354;2039
376469;902
376469;7010
376469;9928
107000;2877
376469;9714
495352;3301
360384;24402
1863002;33462
1131001;8606
295370;36159
1863002;23420
1716000;14137
542644;22148
1863002;34900
606634;95225
599719;3871
542644;4415
1863002;34119
542644;16865
1716000;93892
599719;3970
599719;3383
600741;2942
599719;3771
599719;1014
1863002;30376
599719;3046
542644;20695
857890;51186
857890;50139
857890;51371
637858;91798
619132;71487
619132;70525
857890;222
619132;73888
857890;50487
637858;91172
1863002;36887
637858;94689
619132;73711
857890;50940
857890;35
857890;51069
857890;50195
857890;51051
619132;74998
857890;355
619132;70179
619132;71448
857890;50202
295370;35852
637858;92503
637858;94632
619132;71041
637858;91542
857890;50223
323527;21924
619132;73277
857890;51183
857890;13
637858;90418
619132;74417
857890;50302
857890;51645
619132;70033
637858;90772
857890;1115
619132;73264
857890;51643
857890;50747
857890;51573
857890;368
970751;6029
1320009;6278
970751;7196
698008;25630
970751;6438
698008;24722
1320009;32537
970751;6232
970751;6305
698008;28027
1716000;17643
734004;22617
1017039;9009
992453;1089
970751;4598
970751;6001
1716000;18495
613673;4462
992453;3967
1716000;18783
542644;48166
992453;6735
741795;5835
613673;4542
542644;48282
542644;63818
542644;21755
1716000;93533
613673;656
970751;355
970751;2226
734004;6756
970751;6324
542644;92813
613673;1505
1716000;15465
542644;11540
542644;92946
542644;28756
878928;13328
1017039;8656
992453;4414
1716000;9296
542644;55157
613673;2651
992453;1101
1716000;16799
992453;1013
992453;5065
542644;28722
542644;49578
741795;5011
970751;7118
857890;51019
1320009;21194
1320009;32699
1320009;31186
323527;8657
1320009;15697
323527;19290
323527;12972
637858;90675
323527;13017
1320009;27279
323527;12355
1320009;28330
619132;72489
619132;73716
1320009;19680
1320009;10064
613339;8479
734004;4547
323527;17201
698008;28939
360384;24061
734004;7785
323527;9086
107000;3820
1863002;24777
107000;8924
360384;23431
107000;672
107000;3834
107000;9089
323527;16851
360384;22770
599719;3382
360384;25169
360384;24536
1017039;7901
1320009;8421
734004;21873
295370;24361
1017039;2517
376469;7648
703354;3493
376469;7868
703354;2419
376469;9187
376469;4989
376469;6850
376469;493
495352;2247
376469;505
376469;4965
613673;1638
376469;7329
376469;8699
376469;10113
495352;8960
376469;5942
376469;4855
495352;8180
376469;4541
376469;6780
376469;9345
495352;104
376469;5949
376469;4609
376469;9707
376469;6561
495352;6001
376469;8493
323527;16969
376469;1409
376469;5784
376469;10566
703133;480
376469;2967
376469;542
376469;1077
495352;475
703354;1987
495352;252
376469;10403
495352;4018
613673;4895
376469;7804
703133;3463
376469;5186
613673;4170
376469;2488
376469;5091
376469;9559
376469;9654
376469;7593
495352;2968
495352;8202
376469;9512
376469;1222
698008;24001
698008;29462
698008;25128
495352;5841
734004;21474
698008;5450
698008;12300
698008;30936
360384;24043
698008;26530
734004;22382
698008;29538
698008;31294
698008;26515
107000;12190
376469;5297
360384;20875
734004;4799
734004;17467
734004;21967
734004;81945
698008;31820
698008;5947
698008;24020
698008;25413
107000;5090
698008;23033
495352;1510
741795;3284
600741;96752
1716000;11382
1716000;14998
1716000;19204
542644;59249
542644;71719
542644;88043
741795;6133
542644;18393
542644;32440
542644;49632
542644;50805
542644;62635
542644;94136
669261;3608
542644;89094
669261;4434
542644;47539
542644;91678
1716000;18688
669261;3442
542644;88706
542644;47163
542644;45071
542644;92877
741795;5936
1716000;10589
1716000;16933
542644;2053
542644;6351
542644;70000
542644;80656
1716000;15583
542644;34766
1716000;12482
542644;23322
1716000;14657
542644;32690
542644;52387
542644;85964
542644;77647
542644;80
542644;3669
542644;2833
542644;53646
741795;6364
542644;81958
1016261;889
542644;34902
542644;38923
542644;78731
1716000;81100
542644;88251
542644;19430
542644;43076
542644;63928
1716000;18947
542644;6049
542644;49813
600741;1374
1716000;17739
542644;28080
600741;1723
1716000;18051
1716000;16476
1716000;15571
542644;16278
542644;9590
542644;12409
542644;46482
1716000;90965
542644;477
542644;74492
542644;94256
669261;4043
542644;96878
1716000;12499
698008;41114
295370;24818
724009;19755
107000;4394
360384;24603
295370;31906
295370;36220
107000;4983
724009;18429
107000;3631
360384;20412
360384;25369
360384;26595
107000;3761
360384;26023
107000;1826
360384;21492
107000;307
360384;25677
107000;4517
107000;12060
360384;23327
295370;31259
107000;3776
360384;24378
107000;8787
360384;23670
360384;22490
724009;5495
360384;22761
724009;19246
107000;5655
360384;22852
360384;25263
107000;5678
107000;2895
360384;22909
360384;20318
360384;20810
295370;30413
376469;10167
703354;219
703354;3000
376469;6170
495352;4507
495352;6337
703133;1673
703354;1927
376469;9517
703354;395
703133;3520
376469;7794
495352;4499
376469;7300
376469;3948
495352;1224
703354;2688
376469;9262
376469;4031
495352;5652
376469;874
703354;32
376469;10488
878928;12905
1863002;37624
323527;17156
323527;19221
323527;19230
323527;11191
323527;16788
323527;13012
323527;8971
878928;3619
323527;8576
878928;3924
542644;38000
987280;19634
323527;11104
323527;5678
323527;5814
323527;11161
542644;56240
857890;50297
1320009;25681
637858;94513
857890;203
619132;73091
1320009;6886
1320009;6744
1320009;13124
1320009;9913
1320009;22908
1320009;32730
619132;71363
637858;91442
1320009;6459
1320009;14222
542644;7403
606634;97463
542644;49788
323527;21973
857890;105
669610;62250
637858;94812
1320009;12234
857890;319
1320009;6266
1320009;9787
637858;92052
857890;51636
637858;91814
1320009;2256
857890;50309
619132;70443
1320009;16948
1320009;9568
1320009;2444
542644;86076
637858;90997
619132;74329
1320009;7715
637858;91956
1320009;15720
637858;91888
741795;1513
637858;94819
637858;90174
857890;168
